form	label	definition	cross_reference	headword	homograph	format	root_marker	etymology	sense	inferred	entry_page	sense_page
ia–aruz'uz	[I]	(don't) be energetic		aruz'uz		B	bars		2		305	305
ma–aruz'uz	[S]	vigorous, energetic; versatile, able to do many things		aruz'uz		B	bars		3		305	305
pia–aruz'uz		show energy, display vigor		aruz'uz		B	bars		4		305	305
arziq		Mallotus paniculatus (Lam) Muell.-Arg., fam. Euphorbiaceae, a short, slender tree with broad three-pointed leaves and flowerets that somewhat resemble grain heads		arziq		A					305	305
Asag		male name		Asag		A					305	305
asasa–k	[PF1s]	I prepare food		asasa		B	bars		2		305	305
asasa–n	[PF]	be prepared, of food		asasa		B	bars		3		305	305
asasa–k	[PF1s]	I prepare food	asasa:2	asasa–k		A					305	305
asasa–n	[PF]	be prepared, of food	asasa:3	asasa–n		A					305	305
m–asay	[S]	jealous, envious		asay		B	bars		2		306	306
min–asay	[IC]	become jealous or envious		asay		B	bars		3		306	306
ash'ukanan		dry up, as rice that is boiling in a pot		ash'ukanan		A					306	306
ash'ukanan sa shnaw		be out of breath		ash'ukanan		A			2		306	306
asuy		Taiwanese exclamation?		asuy		A					306	306
ashkaz		scheme against someone, play dirty tricks to harm someone; use force		ashkaz		A					306	306
ka–ashkaz–in	[PF]	be the target of jealousy, be subject to jealous behavior from someone		ashkaz		A			2		306	306
ma–ashkaz	[S]	be insanely jealous, distraut with jealousy, jealous enough to harm someone		ashkaz		A			3		306	306
man–ashkaz		commit suicide		ashkaz		A			4		306	306
shu–ashkaz–ik	[PF1s]	I forced it to come out		ashkaz		A			5		306	306
ata		don't; not		ata		A					307	307
atu		dog		atu		A		(PAN *asu `dog')			307	307
pash–atu–an		dog cage, dog kennel		atu		A		(PAN *asu `dog')	2		307	307
tu–a–atu		smell of a dog, odor of a dog		atu		A		(PAN *asu `dog')	3		307	307
Atun		male name (husband of Abus)		Atun		A					307	307
in–aurá–k	[LF1s]	I have forgotten		aura		B	bars		2		307	307
in–aurá–n	[LFc]	was forgotten		aura		B	bars		3		307	307
k–aurá–n	[LF]	not know, not notice		aura		B	bars		4		307	307
mi–a–aura	[IT]	be forgetful, be inattentive		aura		B	bars		5		307	307
min–a–aura	[IT]	forget frequently, often forget		aura		B	bars		6		307	307
min–aura	[IC]	forget		aura		B	bars		7		307	307
min–aurá–n	[LF]	be forgotten		aura		B	bars		8		307	307
m–in–ulha–aura	[c]	slept soundly		aura		B	bars		9		307	307
mulha–aura		sleep deeply; sound, of sleep; sleep as in a state of deep forgetfulness		aura		B	bars		10		307	307
a–utu–n	[IT/PF]	be copulated with steadily or for a long time 1	utu:2	a–utu–n		A					308	308
awak		a notch, as in a tree trunk 1		awak		A					308	308
awak–an	[LF]	notch, place where a notch has been made		awak		A			2		308	308
ma–awak	[S]	notched, as a tree that has been cut		awak		A			3		308	308
pai–awak–an		be notched, have a notch made in it		awak		A			4		308	308
p–in–ai–awak–an	[c]	was notched, had a notch made in it		awak		A			5		308	308
awak		an area of the body corresponding roughly to the waist. This term has no English equivalent, but refers to the vulnerable portions of the side and back between the rib cage and the pelvic bone. Checking suggested that it cannot be used to refer to the more protected frontal area covered by the abdominal muscles, which is called /tiaz/ (abdomen below the navel)		awak		A		(PAN *Sawak `soft area 2 on the sides and back between the rib cage and the pelvic bone')			308	308
kun–awak	[AB]	have a small waist, to narrow suddenly in the mid-section		awak		A		(PAN *Sawak `soft area 2 on the sides and back between the rib cage and the pelvic bone')	2		308	308
mia–awak		have a small waist, to narrow suddenly in the midsection		awak		A		(PAN *Sawak `soft area 2 on the sides and back between the rib cage and the pelvic bone')	3		308	308
ti–awak–an	[LF]	be tied at the waist		awak		A		(PAN *Sawak `soft area 2 on the sides and back between the rib cage and the pelvic bone')	4		308	308
awak–an	[LF]	notch, place where a notch has been made 1	awak:2	awak–an		A					308	308
awan		weak area to the side 1 and slightly above the eye sockets (does not quite correspond to `temples' in English)		awan		A					308	308
Awan		male name 2		Awan		A					309	309
Awari		male name (husband of Makaw)		Awari		A					309	309
k–ayaw		feel shy or embarrassed		ayaw		B	bars		2		309	309
k–ayaw–ik	[PF1s]	I am sorry		ayaw		B	bars		3		309	309
maka–ayaw		shy, embarrassed		ayaw		B	bars		4		309	309
m–ayaw	[S]	shy, ashamed, embarrassed		ayaw		B	bars		5		309	309
ma–m–ayaw	[S/IT]	feel shame (not momentary)		ayaw		B	bars		6		309	309
min–m–ayaw	[IC]	become embarrassed		ayaw		B	bars		7		309	309
min–ayaw	[IC]	be ashamed, become embarrassed		ayaw		B	bars		8		309	309
pashi–ayaw		embarrassed		ayaw		B	bars		9		309	309
pish–ayaw		become embarrassed		ayaw		B	bars		10		309	309
ayaz		termite (nests at base of trees)		ayaz		A		(PAN *aNay `termite', with metathesis)			309	309
ayaz–in	[PF]	be eaten by termites		ayaz		A		(PAN *aNay `termite', with metathesis)	2		309	309
kit–ayaz–in		be eaten by termites		ayaz		A		(PAN *aNay `termite', with metathesis)	3		309	309
ayaz–in	[PF]	be eaten by termites	ayaz:2	ayaz–in		A					309	309
ayuzi		man, male; husband		ayuzi		A					310	310
maka–ayuzi		resemble one's husband		ayuzi		A			2		310	310
malhi–ayuzi		give birth to a son		ayuzi		A			3		310	310
min–ayuzi		choose a husband, look for a husband		ayuzi		A			4		310	310
m–in–u–ayuzi	[c]	found a husband, got married (of a woman)		ayuzi		A			5		310	310
mu–ayuzi	[MV]	go find a husband		ayuzi		A			6		310	310
pu–ayuzi		match a woman with a husband		ayuzi		A			7		310	310
pu–ayuzi–n	[PF]	be matched with a husband		ayuzi		A			8		310	310
azaz		all, entire 1		azaz		A					310	310
un–azaz–an		completely, entirely, totally		azaz		A			2		310	310
tana–azaz		empty-handed, completely lacking something		azaz		A			3		310	310
azaz		empty; uncovered 2		azaz		A					311	311
ku–azaz–ik	[PF1s]	I lifted off, I opened		azaz		A			2		311	311
mia–azaz		be empty, as a container; be uncovered, naked		azaz		A			3		311	311
sh–in–u–azaz–ik		was lifted off by me		azaz		A			4		311	311
sh–m–u–azaz	[AF]	unroll, lift something off		azaz		A			5		311	311
sh–m–in–u–azaz	[AFc]	unrolled, lifted off		azaz		A			6		311	311
shu–azaz		unroll, lift something off, uncover; open		azaz		A			7		311	311
shu–azaz–an	[LF]	be lifted off, fall off, slide off		azaz		A			8		311	311
shu–azaz–i	[I]	unroll, uncover		azaz		A			9		311	311
shu–azaz–ik		I uncovered, I removed the cover from something		azaz		A			10		311	311
azazak		child		azazak		A		(PAN *aN–aNak `child, offspring')			311	311
azazak–an	[LF]	be expecting a child		azazak		A		(PAN *aN–aNak `child, offspring')	2		311	311
malhi–azazak		bear a child, have a baby		azazak		A		(PAN *aN–aNak `child, offspring')	3		311	311
m–in–alhi–azazak	[c]	gave birth/had a baby		azazak		A		(PAN *aN–aNak `child, offspring')	4		311	312
min–azazak	[IC]	become childish, become more like a child		azazak		A		(PAN *aN–aNak `child, offspring')	5		311	312
palhi–azazak–in	[PF]	be given birth to, be born		azazak		A		(PAN *aN–aNak `child, offspring')	6		311	312
pash–azazak–an		traditionally, any place where children were kept while their parents went to work in the fields; in recent times: kindergarten		azazak		A		(PAN *aN–aNak `child, offspring')	7		311	312
pash–azazak–in	[PF]	care for children, baby-sit		azazak		A		(PAN *aN–aNak `child, offspring')	8		311	312
p–in–alhi–azazak		gave birth to, had a baby		azazak		A		(PAN *aN–aNak `child, offspring')	9		311	312
pu–azazak	[C]	`give' someone a child, make someone pregnant out of wedlock		azazak		A		(PAN *aN–aNak `child, offspring')	10		311	312
pu–azazak–an		was		azazak		A		(PAN *aN–aNak `child, offspring')			311	312
azazak	[C/LF]	`given' a child by someone (euphemism for `made pregnant by someone')		azazak		A		(PAN *aN–aNak `child, offspring')	11		311	312
azazak h–in–adana		adopted child	hadana:6	azazak h–in–adana		A					313	313
azazak–an	[LF]	be expecting a child	azazak:2	azazak–an		A					313	313
Azi		female name		Azi		A					313	313
azu		do for someone		azu		A					313	313
azu–an	[LF]	help someone, give a hand to someone		azu		A			2		313	313
mata–azu		do something for the benefit of another		azu		A			3		313	313
mia–azu		instead of, in place of, do something for someone else		azu		A			4		313	313
m–in–ata–azu	[c]	was done for the benefit of another		azu		A			5		313	313
mu–azu	[MV]	go do something for someone else		azu		A			6		313	313
pak–azu–an		do something for someone else, help someone else do something, as in helping a child feed itself		azu		A			7		313	313
u–azu–i	[I]	(don't) help me		azu		A			8		313	313
azuan		just look!; or else		azuan		A					313	313
azu–an	[LF]	help someone, give a hand to someone	azu:2	azu–an		A					313	313
ba		expression of amazement		ba		A					314	314
babahu		female, of birds and chickens		babahu		A					314	314
babu		large yellowish grasshopper (larger than qarudun)		babu		A					314	314
babukbuk		confusion		babukbuk		A					314	314
mim–babukbuk	[IC]	become confused		babukbuk		A			2		314	314
baga		deep wound, abscess		baga		A					314	314
mat–baga		have a large, open wound that cannot close and heal completely (caused by illness)		baga		A			2		314	314
bagqir		base of a tree, beginning, origin; stump of a tree; prow of a canoe; bowl of a smoking pipe		bagqir		A					314	314
paka–bagqir		start from the beginning, pull up from the roots		bagqir		A			2		314	314
bahat		pumpkin		bahat		A					314	314
ia–bahba	[I]	be cheerful!		ia–bahba		B	bars		2		314	314
ma–bahba	[S]	cheerful, goodnatured, generous, easy to deceive		ia–bahba		B	bars		3		314	314
pia–bahba	[C]	make someone cheerful or good-natured		ia–bahba		B	bars		4		314	314
bahi		reflection, shadow, spirit, soul		bahi		A					314	314
kan–in bahi		suffer unfortunate consequences as a result of some untoward action (lit. be eaten by a ghost)		bahi		A			2		314	315
bailu		bean (generic); peanut		bailu		A					315	315
lhqa pruq a bailu		peanut (lit. bean that lives in the ground)		bailu		A			1a		315	315
kim–bailu		pick beans		bailu		A			2		315	315
baiqus–in	[PF]	be winked at		baiqus		B	bars		2		315	315
qata–baiqus		to wink		baiqus		B	bars		3		315	315
qata–ba–baiqus	[IT]	wink repeatedly, as in signaling someone to watch what they are saying to a third party		baiqus		B	bars		4		315	315
qata–baiqus–in	[PF]	be winked at by someone		baiqus		B	bars		5		315	315
bair		to wilt, as a leaf or flower		bair		B	bars				315	315
ma–bair	[S]	wilted, wilting		bair		B	bars		2		315	315
mim–bair	[IC]	start to wilt, become wilted		bair		B	bars		3		315	315
bakbaki		the paddy frog, rice frog, Rana limnocharis limnocharis Boie, fam. Ranidae. A small spotted or mottled brownishgreen frog usually some 5–6 cm. in length with a white line down the middle of the back. It is common in rice paddies and streams		bakbaki		A					315	315
bakóg		large bowl, as for soup		bakóg		A					315	315
baksán		sticky rice confection		baksán		A					315	315
balaba		button		balaba		A					315	315
balaba wa ma–braq		buttonhole		balaba		A			1a		315	315
pu–balaba		to button, fasten a button		balaba		A			2		315	316
pu–balaba–i	[I]	(don't) button it!		balaba		A			3		315	316
kay balakbak		(don't) tap your fingers!		balakbak		B	bars		2		316	316
k–m–ay balakbak		tap the fingers		balakbak		B	bars		3		316	316
pam–balakbak		bounce around on the ground		balakbak		B	bars		4		316	316
lhum–bala–balay		just happen to, do something by chance ==You arrived just as we were speaking of you (= Speak of the Devil)		balay		B	bars		2		316	316
mu–bala–balay		just happen to, do something by coincidence; coincide		balay		B	bars		3		316	316
pam–bala–balay		coincidentally, happen to be, by chance; coincide (e.g. of two people who happen to arrive at a meeting at the same time); fit, be suitable (as a shoe fitting on the foot)		balay		B	bars		4		316	316
pu–bala–balay		do something the right way, do something correctly		balay		B	bars		5		316	316
pum–bala–balay		persist in the right way, keep going the right way		balay		B	bars		6		316	316
bali		platform in a cowshed (lagqa) where tools are kept		bali		A					316	316
balinuqaz		various crickets, fam. Grillidae		balinuqaz		A					317	317
balis		iron (metal); used for agricultural tools; weapons; nails		balis		A					317	317
balis k–m–awar		nail used for hanging clothes, etc.		balis		A			1a		317	317
mash–balis	[AF]	pound a nail		balis		A			2		317	317
pash–balis		nail it!		balis		A					317	317
balis	[I]			balis		A			3		317	317
pash–balis–i	[I]	(don't) nail it!		balis		A			4		317	317
pash–balis–in	[PF]	be nailed, be driven in, of nails		balis		A			5		317	317
p–in–ash–balis	[PFc]	was nailed		balis		A			6		317	317
p–in–ash–balis–ak	[LF1sc]	I nailed something		balis		A			7		317	317
p–in–ash–balis–an	[LFc]	was nailed		balis		A			8		317	317
ma–baluhbu	[S]	grainy, friable, of the texture of tubers; cooked dry, of rice grains that are cooked without enough water so that they no longer stick together		baluhbu		B	bars		2		317	317
mim–baluhbu	[IC]	become grainy or crumbly		baluhbu		B	bars		3		317	317
pia–baluhbu	[C]	cook something until it becomes dry and grainy		baluhbu		B	bars		4		317	317
baluk		the Taiwan oak, including various species of the genera Cyclobalanopsis and Pasania, fam. Fagaceae, trees with broad, smooth-edged dark green leaves and clusters of small round brown-capped green acorns		baluk		A					318	318
balumbun		bell, esp. a cow bell; 1 wind chimes, etc.		balumbun		A					318	318
Balumbun		name for a male or 2 female buffalo (from balumbun `cow-bell')		Balumbun		A					318	318
maka–balha		find oneself doing something unexpectedly or in an unplanned manner, do on the spur of the moment, or in an abrupt fashion		balha		B	bars		2		318	318
maka–balha–balha		abrupt, on the spur of the moment		balha		B	bars		3		318	318
mim–balha	[IC]	find oneself doing something unexpectedly or in an unplanned manner		balha		B	bars		4		318	318
ban		unit of ten thousand		ban		A					318	318
banhilan		bedbug		banhilan		A					318	318
kit–banhilan–in	[PF]	have bedbugs		banhilan		A			2		318	318
bantac		thigh		bantac		A					318	318
ma–baqbaq	[S]	whiny, prone to crying (of a child)		baqbaq		B	bars		2		318	318
mim–baqbaq	[IC]	become whiny, become fussy, of a child		baqbaq		B	bars		3		318	318
pia–baqbaq	[C]	cry and whine even more, put on a show of whining and crying		baqbaq		B	bars		4		318	319
baqrawan		generic for small shallow frying pans		baqrawan		A					319	319
baracuk		small bird with a red head and a body colored black, white, green, and yellow. It eats fruit, esp. papayas, and farmers use nets to trap them. In Taiwanese it is called the `five-colored bird'		baracuk		A					319	319
baramban		Sambucus formosa1 na Nakai, fam. Coprifoliaceae, a plant with light green lanceolate leaves with fine serrated edges, and clusters of small red berries that are pounded, mixed with wine and used as a poultice in treating neuralgia or abrasions		baramban		A					319	319
baramban		: 2		baramban		A					319	319
mim–ba–baramban	[IC/IT]	keep shouting at someone		baramban		A			2		319	319
Barawbaw		fifteenth district clockwise from Qaqcin, the site of modern Te-hua village		Barawbaw		A					319	319
baraybay		slackness (as of a stretched rope), looseness (as of a binding)		baraybay		B	bars				319	319
